Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Chen, P., Patel, Z., Silva, A.",57000188813; 57000213500; 57000303061,Efficient Multi-Modal Software Architecture with Computer Vision for High-Throughput Computing: Case Analysis 434,2024,ACM Trans. Softw. Eng. Methodol.,14,8,,858,869,12,1,10.1016/j.soft.2024.006824,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006824&doi=10.1016/j.soft.2024.006824,"Technical University of Munich, Department of Informatics, Munich, Germany","Chen, P., Technical University of Munich, Department of Informatics, Munich, Germany; Patel, Z., Technical University of Munich, Department of Informatics, Munich, Germany; Silva, A., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective software architecture within software. In this paper, we propose a novel efficient approach integrating computer vision specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 26.6% and an operational latency reduction of 27.8%. The proposed methodology offers practical system design insights for deploying software architecture in scalable settings.",software architecture; continuous integration; software reliability; computer vision; edge computing,software architecture; continuous integration; software reliability; computer vision; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chen, P., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,1871-4389,,,,English,ACM Trans. Soft,Article,Final,None,Scopus,2-s2.0-85000006824,Software
"Fernandez, M., Al-Mansoor, K.",57000543862; 57000198780,Scalable Generative Framework for Code Review and Edge Computing Deployment: Case Analysis 435,2024,Empir. Softw. Eng.,46,4,,1123,1142,20,1,10.1016/j.soft.2024.006825,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006825&doi=10.1016/j.soft.2024.006825,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Fernandez, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Al-Mansoor, K., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective code review within software. In this paper, we propose a novel generative approach integrating edge computing specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 17.3% and an operational latency reduction of 19.8%. The proposed methodology offers practical system design insights for deploying code review in scalable settings.",code review; software maintenance; software testing; edge computing; machine learning,code review; software maintenance; software testing; edge computing; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Fernandez, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,4509-4172,,,,English,Empir. Softw. E,Article,Final,Gold,Scopus,2-s2.0-85000006825,Software
"Ngamjan-at, N., Taylor, W.",57000317882; 57000535493,Scalable Efficient Framework for Software Testing and Software Testing Deployment: Case Analysis 436,2022,Empir. Softw. Eng.,37,6,,879,896,18,6,10.1016/j.soft.2022.006826,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006826&doi=10.1016/j.soft.2022.006826,"Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","Ngamjan-at, N., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Taylor, W., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective software testing within software. In this paper, we propose a novel efficient approach integrating software testing specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 17.6% and an operational latency reduction of 19.5%. The proposed methodology offers practical system design insights for deploying software testing in scalable settings.",software testing; software architecture; software reliability; software testing,software testing; software architecture; software reliability; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Ngamjan-at, N., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,5617-9117,,,,English,Empir. Softw. E,Article,Final,Green,Scopus,2-s2.0-85000006826,Software
"Al-Mansoor, H., Brown, P., Tanaka, T., Chen, A., Ngamjan-at, P.",57000817634; 57000182584; 57000660287; 57000939391; 57000301377,Optimal Multi-Modal Devops with Optimization for High-Throughput Computing: Case Analysis 437,2021,J. Syst. Softw.,43,12,,524,531,8,11,10.1016/j.soft.2021.006827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006827&doi=10.1016/j.soft.2021.006827,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Al-Mansoor, H., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Brown, P., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Tanaka, T., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Chen, A., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Ngamjan-at, P., Nanyang Technological University, School of Computer Science and Engineering, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective devops within software. In this paper, we propose a novel optimal approach integrating optimization specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 14.5% and an operational latency reduction of 34.1%. The proposed methodology offers practical system design insights for deploying devops in scalable settings.",devops; software reliability; software architecture; optimization; user experience,devops; software reliability; software architecture; optimization; user experience; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, H., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,3670-8099,,,,English,J. Syst. Softw.,Article,Final,Gold,Scopus,2-s2.0-85000006827,Software
"Chen, T., Zhang, A., Ngamjan-at, L.",57000246419; 57000261364; 57000578048,Unified Multi-Modal Software Architecture with Data Mining for High-Throughput Computing: Case Analysis 438,2022,ACM Trans. Softw. Eng. Methodol.,109,10,,994,1009,16,8,10.1016/j.soft.2022.006828,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006828&doi=10.1016/j.soft.2022.006828,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Chen, T., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Zhang, A., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Ngamjan-at, L., Nanyang Technological University, School of Computer Science and Engineering, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective software architecture within software. In this paper, we propose a novel unified approach integrating data mining specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.5% and an operational latency reduction of 33.4%. The proposed methodology offers practical system design insights for deploying software architecture in scalable settings.",software architecture; microservices; software engineering; data mining,software architecture; microservices; software engineering; data mining; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chen, T., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,1992-5246,,,,English,ACM Trans. Soft,Article,Final,All Open Access,Scopus,2-s2.0-85000006828,Software
"Rossi, W., Silva, D., Li, O.",57000777696; 57000927202; 57000426149,Scalable Automated Framework for Software Reliability and Cybersecurity Deployment: Case Analysis 439,2022,ACM Trans. Softw. Eng. Methodol.,83,12,,522,543,22,4,10.1016/j.soft.2022.006829,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006829&doi=10.1016/j.soft.2022.006829,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Rossi, W., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Silva, D., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Li, O., Nanyang Technological University, School of Computer Science and Engineering, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective software reliability within software. In this paper, we propose a novel automated approach integrating cybersecurity specifically optimized for high-performance computing clusters. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 11.2% and an operational latency reduction of 17.5%. The proposed methodology offers practical system design insights for deploying software reliability in scalable settings.",software reliability; software engineering; cybersecurity; user experience,software reliability; software engineering; cybersecurity; user experience; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, W., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,6680-8851,,,,English,ACM Trans. Soft,Article,Final,Green,Scopus,2-s2.0-85000006829,Software
"Sato, P., Ngamjan-at, F.",57000698158; 57000967367,An Empirical Evaluation of Software Reliability with Cloud Computing Architectures: Case Analysis 440,2025,J. Syst. Softw.,110,2,,338,358,21,1,10.1016/j.soft.2025.006830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006830&doi=10.1016/j.soft.2025.006830,"National University of Singapore, School of Computing, Singapore","Sato, P., National University of Singapore, School of Computing, Singapore; Ngamjan-at, F., National University of Singapore, School of Computing, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective software reliability within software. In this paper, we propose a novel distributed approach integrating cloud computing specifically optimized for high-performance computing clusters. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 18.9% and an operational latency reduction of 15.7%. The proposed methodology offers practical system design insights for deploying software reliability in scalable settings.",software reliability; fault localization; cloud computing,software reliability; fault localization; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, P., National University of Singapore, School of Computing, Singapore",,Elsevier / IEEE,4891-6959,,,,English,J. Syst. Softw.,Article,Final,Green,Scopus,2-s2.0-85000006830,Software
"Tanaka, M., Li, M., Patel, C., Anderson, A., Smith, D.",57000407823; 57000503111; 57000814354; 57000718564; 57000373324,An Empirical Evaluation of Automated Code Generation with Machine Learning Architectures: Case Analysis 441,2022,IEEE Trans. Softw. Eng.,76,1,,591,608,18,8,10.1016/j.soft.2022.006831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006831&doi=10.1016/j.soft.2022.006831,"Technical University of Munich, Department of Informatics, Munich, Germany","Tanaka, M., Technical University of Munich, Department of Informatics, Munich, Germany; Li, M., Technical University of Munich, Department of Informatics, Munich, Germany; Patel, C., Technical University of Munich, Department of Informatics, Munich, Germany; Anderson, A., Technical University of Munich, Department of Informatics, Munich, Germany; Smith, D., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective automated code generation within software. In this paper, we propose a novel unified approach integrating machine learning specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 25.4% and an operational latency reduction of 17.0%. The proposed methodology offers practical system design insights for deploying automated code generation in scalable settings.",automated code generation; refactoring; machine learning,automated code generation; refactoring; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Tanaka, M., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,1141-2529,,,,English,IEEE Trans. Sof,Article,Final,None,Scopus,2-s2.0-85000006831,Software
"Phalasak, W., Ngamjan-at, C., Kumar, O., Chaiyarongsri, Z.",57000326687; 57000482348; 57000650996; 57000994564,Generative Software Architecture using User Experience for Cloud Infrastructures: Case Analysis 442,2024,Inf. Softw. Technol.,47,5,,655,666,12,1,10.1016/j.soft.2024.006832,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006832&doi=10.1016/j.soft.2024.006832,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Phalasak, W., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Ngamjan-at, C., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Kumar, O., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Chaiyarongsri, Z., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective software architecture within software. In this paper, we propose a novel generative approach integrating user experience specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 26.1% and an operational latency reduction of 35.9%. The proposed methodology offers practical system design insights for deploying software architecture in scalable settings.",software architecture; software testing; user experience; machine learning,software architecture; software testing; user experience; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, W., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,9226-9397,,,,English,Inf. Softw. Tec,Article,Final,Bronze,Scopus,2-s2.0-85000006832,Software
"Wang, O., Watanabe, A., Sato, A., Sato, H., Kumar, A.",57000657215; 57000485490; 57000764171; 57000597534; 57000336672,Software Testing Optimization via Self-Supervised Edge Computing in Software: Case Analysis 443,2024,Empir. Softw. Eng.,64,12,,1009,1031,23,17,10.1016/j.soft.2024.006833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006833&doi=10.1016/j.soft.2024.006833,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Wang, O., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Watanabe, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Sato, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Sato, H., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Kumar, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland","The rapid proliferation of data-intensive systems has intensified the need for effective software testing within software. In this paper, we propose a novel self-supervised approach integrating edge computing specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 13.3% and an operational latency reduction of 16.3%. The proposed methodology offers practical system design insights for deploying software testing in scalable settings.",software testing; code review; edge computing; cloud computing,software testing; code review; edge computing; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Wang, O., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,7890-4539,,,,English,Empir. Softw. E,Article,Final,All Open Access,Scopus,2-s2.0-85000006833,Software
"Al-Mansoor, M., Al-Mansoor, E., Petrov, V., Smith, V., Zhang, M.",57000220053; 57000257724; 57000392596; 57000504261; 57000914779,Scalable Multi-Modal Refactoring with Distributed Systems for High-Throughput Computing: Case Analysis 444,2024,Inf. Softw. Technol.,20,7,,205,218,14,12,10.1016/j.soft.2024.006834,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006834&doi=10.1016/j.soft.2024.006834,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Al-Mansoor, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Al-Mansoor, E., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Petrov, V., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Smith, V., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Zhang, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective refactoring within software. In this paper, we propose a novel scalable approach integrating distributed systems specifically optimized for edge devices. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 11.5% and an operational latency reduction of 24.6%. The proposed methodology offers practical system design insights for deploying refactoring in scalable settings.",refactoring; software testing; distributed systems; optimization,refactoring; software testing; distributed systems; optimization; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,3817-1254,,,,English,Inf. Softw. Tec,Article,Final,Gold,Scopus,2-s2.0-85000006834,Software
"Li, J., Kim, F., Rossi, A., Zhang, C., Zhang, D.",57000790281; 57000296504; 57000910641; 57000830881; 57000394764,Unified Automated Code Generation using Machine Learning for Real-Time Environments: Case Analysis 445,2022,ACM Trans. Softw. Eng. Methodol.,107,4,,411,428,18,10,10.1016/j.soft.2022.006835,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006835&doi=10.1016/j.soft.2022.006835,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Li, J., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Kim, F., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Rossi, A., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Zhang, C., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Zhang, D., Tsinghua University, Department of Computer Science and Technology, Beijing, China","The rapid proliferation of data-intensive systems has intensified the need for effective automated code generation within software. In this paper, we propose a novel unified approach integrating machine learning specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 20.1% and an operational latency reduction of 26.0%. The proposed methodology offers practical system design insights for deploying automated code generation in scalable settings.",automated code generation; devops; software architecture; machine learning; cybersecurity,automated code generation; devops; software architecture; machine learning; cybersecurity; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Li, J., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,4859-5537,,,,English,ACM Trans. Soft,Article,Final,All Open Access,Scopus,2-s2.0-85000006835,Software
"Li, N., Ngamjan-at, C., Johnson, F., Watanabe, V., Fernandez, K.",57000151136; 57000564614; 57000222629; 57000999802; 57000368964,An Empirical Evaluation of Software Architecture with Cloud Computing Architectures: Case Analysis 446,2022,Inf. Softw. Technol.,21,3,,54,75,22,3,10.1016/j.soft.2022.006836,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006836&doi=10.1016/j.soft.2022.006836,"KAIST, School of Computing, Daejeon, South Korea","Li, N., KAIST, School of Computing, Daejeon, South Korea; Ngamjan-at, C., KAIST, School of Computing, Daejeon, South Korea; Johnson, F., KAIST, School of Computing, Daejeon, South Korea; Watanabe, V., KAIST, School of Computing, Daejeon, South Korea; Fernandez, K., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective software architecture within software. In this paper, we propose a novel high-throughput approach integrating cloud computing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 16.6% and an operational latency reduction of 21.2%. The proposed methodology offers practical system design insights for deploying software architecture in scalable settings.",software architecture; software engineering; cloud computing; user experience,software architecture; software engineering; cloud computing; user experience; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Li, N., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,7669-5776,,,,English,Inf. Softw. Tec,Article,Final,None,Scopus,2-s2.0-85000006836,Software
"Chaiyarongsri, O.",57000685803,Automated Code Generation Optimization via Distributed Deep Learning in Software: Case Analysis 447,2023,IEEE Trans. Softw. Eng.,17,6,,1085,1093,9,0,10.1016/j.soft.2023.006837,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006837&doi=10.1016/j.soft.2023.006837,"Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","Chaiyarongsri, O., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective automated code generation within software. In this paper, we propose a novel distributed approach integrating deep learning specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 11.9% and an operational latency reduction of 30.1%. The proposed methodology offers practical system design insights for deploying automated code generation in scalable settings.",automated code generation; software maintenance; software testing; deep learning; neural networks,automated code generation; software maintenance; software testing; deep learning; neural networks; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chaiyarongsri, O., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,1625-6293,,,,English,IEEE Trans. Sof,Article,Final,Bronze,Scopus,2-s2.0-85000006837,Software
"Kim, W.",57000791401,Scalable Unified Framework for Software Reliability and Cloud Computing Deployment: Case Analysis 448,2025,IEEE Trans. Softw. Eng.,114,7,,1017,1036,20,0,10.1016/j.soft.2025.006838,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006838&doi=10.1016/j.soft.2025.006838,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Kim, W., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective software reliability within software. In this paper, we propose a novel unified approach integrating cloud computing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 15.8% and an operational latency reduction of 23.4%. The proposed methodology offers practical system design insights for deploying software reliability in scalable settings.",software reliability; microservices; cloud computing; cybersecurity,software reliability; microservices; cloud computing; cybersecurity; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kim, W., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,8881-9040,,,,English,IEEE Trans. Sof,Article,Final,All Open Access,Scopus,2-s2.0-85000006838,Software
"Petrov, L., Taylor, Z., Al-Mansoor, M., Johnson, M., Johnson, D.",57000546861; 57000896516; 57000309736; 57000556965; 57000702091,An Empirical Evaluation of Microservices with User Experience Architectures: Case Analysis 449,2025,J. Syst. Softw.,68,1,,103,114,12,0,10.1016/j.soft.2025.006839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006839&doi=10.1016/j.soft.2025.006839,"Technical University of Munich, Department of Informatics, Munich, Germany","Petrov, L., Technical University of Munich, Department of Informatics, Munich, Germany; Taylor, Z., Technical University of Munich, Department of Informatics, Munich, Germany; Al-Mansoor, M., Technical University of Munich, Department of Informatics, Munich, Germany; Johnson, M., Technical University of Munich, Department of Informatics, Munich, Germany; Johnson, D., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective microservices within software. In this paper, we propose a novel robust approach integrating user experience specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.7% and an operational latency reduction of 31.8%. The proposed methodology offers practical system design insights for deploying microservices in scalable settings.",microservices; software testing; user experience,microservices; software testing; user experience; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Petrov, L., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,5849-2161,,,,English,J. Syst. Softw.,Article,Final,Bronze,Scopus,2-s2.0-85000006839,Software
"Watanabe, L.",57000580976,Microservices Optimization via Hierarchical Cloud Computing in Software: Case Analysis 450,2022,ACM Trans. Softw. Eng. Methodol.,112,1,,1137,1157,21,25,10.1016/j.soft.2022.006840,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006840&doi=10.1016/j.soft.2022.006840,"KAIST, School of Computing, Daejeon, South Korea","Watanabe, L., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective microservices within software. In this paper, we propose a novel hierarchical approach integrating cloud computing specifically optimized for edge devices. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 16.9% and an operational latency reduction of 20.2%. The proposed methodology offers practical system design insights for deploying microservices in scalable settings.",microservices; continuous integration; cloud computing,microservices; continuous integration; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Watanabe, L., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,8271-1006,,,,English,ACM Trans. Soft,Article,Final,Green,Scopus,2-s2.0-85000006840,Software
"Sato, M., Brown, H., Al-Mansoor, E., Taylor, M.",57000796519; 57000484588; 57000219788; 57000236268,Dynamic Multi-Modal Software Testing with Cybersecurity for High-Throughput Computing: Case Analysis 452,2023,IEEE Trans. Softw. Eng.,24,7,,76,97,22,1,10.1016/j.soft.2023.006842,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006842&doi=10.1016/j.soft.2023.006842,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Sato, M., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Brown, H., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Al-Mansoor, E., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Taylor, M., University of Oxford, Department of Computer Science, Oxford, United Kingdom","The rapid proliferation of data-intensive systems has intensified the need for effective software testing within software. In this paper, we propose a novel dynamic approach integrating cybersecurity specifically optimized for edge devices. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 9.2% and an operational latency reduction of 15.5%. The proposed methodology offers practical system design insights for deploying software testing in scalable settings.",software testing; microservices; software maintenance; cybersecurity; distributed systems,software testing; microservices; software maintenance; cybersecurity; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, M., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,8042-8048,,,,English,IEEE Trans. Sof,Article,Final,None,Scopus,2-s2.0-85000006842,Software
