Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Patel, C., Fernandez, E.",57000289622; 57000462515,High-Throughput Static Code Analysis Integration with Refactoring for Data-Intensive Applications: Case Study 365 in Software,2025,Journal of Systems and Software,52,9,,327,348,22,1,10.1016/j.soft.2025.006755,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006755&doi=10.1016/j.soft.2025.006755,"KAIST, School of Computing, Daejeon, South Korea","Patel, C., KAIST, School of Computing, Daejeon, South Korea; Fernandez, E., KAIST, School of Computing, Daejeon, South Korea","Recent advancements in software have demonstrated the critical role of static code analysis in modern computing infrastructures. In this work, we tackle fundamental challenges in refactoring by proposing an high-throughput framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 15.2% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying static code analysis models in production.",static code analysis; refactoring; software metrics; software reliability; continuous integration; code review,software architecture; software reliability; software metrics; Algorithms; static code analysis; refactoring; Computer Science; continuous integration; test automation; Performance evaluation; code review,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Patel, C., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,8635-5068,,,,English,Journal of Syst,Article,Final,All Open Access,Scopus,2-s2.0-85000006755,Software
"Nguyen, D., Johnson, P., Kumar, A.",57000275123; 57000524509; 57000880461,Optimal Devops Integration with Software Engineering for Data-Intensive Applications: Case Study 366 in Software,2024,ACM Transactions on Software Engineering and Methodology,44,7,,295,302,8,0,10.1016/j.soft.2024.006756,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006756&doi=10.1016/j.soft.2024.006756,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Nguyen, D., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Johnson, P., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Kumar, A., Nanyang Technological University, School of Computer Science and Engineering, Singapore","Recent advancements in software have demonstrated the critical role of devops in modern computing infrastructures. In this work, we tackle fundamental challenges in software engineering by proposing an optimal framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 17.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying devops models in production.",devops; software engineering; version control,design patterns; Algorithms; software engineering; devops; Computer Science; Performance evaluation; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Nguyen, D., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,6341-4670,,,,English,ACM Transaction,Article,Final,None,Scopus,2-s2.0-85000006756,Software
"Al-Mansoor, M., Surinta, A.",57000128340; 57000862348,High-Throughput Code Smell Integration with Code Review for Cloud Infrastructures: Case Study 367 in Software,2023,Empirical Software Engineering,49,2,,931,940,10,3,10.1016/j.soft.2023.006757,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006757&doi=10.1016/j.soft.2023.006757,"KAIST, School of Computing, Daejeon, South Korea","Al-Mansoor, M., KAIST, School of Computing, Daejeon, South Korea; Surinta, A., KAIST, School of Computing, Daejeon, South Korea","Recent advancements in software have demonstrated the critical role of code smell in modern computing infrastructures. In this work, we tackle fundamental challenges in code review by proposing an high-throughput framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 22.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying code smell models in production.",code smell; code review; software architecture; refactoring,software architecture; code smell; agile methodologies; Algorithms; refactoring; Computer Science; automated code generation; Performance evaluation; code review,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, M., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,4659-9132,,,,English,Empirical Softw,Article,Final,All Open Access,Scopus,2-s2.0-85000006757,Software
"Kim, A., Al-Mansoor, A., Phalasak, A., Smith, P.",57000579565; 57000604134; 57000277499; 57000472544,High-Throughput Code Smell Integration with Open-Source Software for Data-Intensive Applications: Case Study 368 in Software,2022,ACM Transactions on Software Engineering and Methodology,100,10,,1333,1349,17,0,10.1016/j.soft.2022.006758,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006758&doi=10.1016/j.soft.2022.006758,"KAIST, School of Computing, Daejeon, South Korea","Kim, A., KAIST, School of Computing, Daejeon, South Korea; Al-Mansoor, A., KAIST, School of Computing, Daejeon, South Korea; Phalasak, A., KAIST, School of Computing, Daejeon, South Korea; Smith, P., KAIST, School of Computing, Daejeon, South Korea","Recent advancements in software have demonstrated the critical role of code smell in modern computing infrastructures. In this work, we tackle fundamental challenges in open-source software by proposing an high-throughput framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 22.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying code smell models in production.",code smell; open-source software; software metrics; software engineering,code smell; software reliability; open-source software; design patterns; Algorithms; Computer Science; software engineering; software metrics; Performance evaluation; code review,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kim, A., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,9337-3219,,,,English,ACM Transaction,Article,Final,None,Scopus,2-s2.0-85000006758,Software
"Li, N., Wang, S.",57000662324; 57000760644,Probabilistic Automated Code Generation Integration with Continuous Integration for Edge Devices: Case Study 369 in Software,2023,ACM Transactions on Software Engineering and Methodology,114,6,,153,169,17,13,10.1016/j.soft.2023.006759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006759&doi=10.1016/j.soft.2023.006759,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Li, N., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Wang, S., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Recent advancements in software have demonstrated the critical role of automated code generation in modern computing infrastructures. In this work, we tackle fundamental challenges in continuous integration by proposing an probabilistic framework specifically designed for edge devices. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 19.6% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying automated code generation models in production.",automated code generation; continuous integration; refactoring; code review; software metrics; static code analysis,Algorithms; refactoring; static code analysis; Computer Science; software metrics; automated code generation; Performance evaluation; code review; continuous integration,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Li, N., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,2813-7951,,,,English,ACM Transaction,Article,Final,Gold,Scopus,2-s2.0-85000006759,Software
"Chen, T., Chaiyarongsri, W.",57000426123; 57000808231,Automated Devops Integration with Software Engineering for Edge Devices: Case Study 370 in Software,2022,IEEE Transactions on Software Engineering,11,4,,524,536,13,0,10.1016/j.soft.2022.006760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006760&doi=10.1016/j.soft.2022.006760,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Chen, T., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Chaiyarongsri, W., Nanyang Technological University, School of Computer Science and Engineering, Singapore","Recent advancements in software have demonstrated the critical role of devops in modern computing infrastructures. In this work, we tackle fundamental challenges in software engineering by proposing an automated framework specifically designed for edge devices. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 14.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying devops models in production.",devops; software engineering; agile methodologies; design patterns; static code analysis; code smell,code smell; design patterns; agile methodologies; Algorithms; static code analysis; software engineering; devops; Computer Science; test automation; Performance evaluation; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chen, T., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,7867-1797,,,,English,IEEE Transactio,Article,Final,Bronze,Scopus,2-s2.0-85000006760,Software
"Fernandez, K., Rossi, J.",57000863811; 57000501140,Adaptive Microservices Architecture Integration with Software Architecture for Edge Devices: Case Study 371 in Software,2026,Empirical Software Engineering,85,9,,1127,1144,18,0,10.1016/j.soft.2026.006761,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006761&doi=10.1016/j.soft.2026.006761,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Fernandez, K., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Rossi, J., ETH Zurich, Department of Computer Science, Zurich, Switzerland","Recent advancements in software have demonstrated the critical role of microservices architecture in modern computing infrastructures. In this work, we tackle fundamental challenges in software architecture by proposing an adaptive framework specifically designed for edge devices. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 29.6% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying microservices architecture models in production.",microservices architecture; software architecture; software reliability; code review; design patterns,software architecture; software reliability; design patterns; software maintenance; Algorithms; Computer Science; microservices architecture; software testing; Performance evaluation; code review; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Fernandez, K., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,9820-2809,,,,English,Empirical Softw,Article,Final,All Open Access,Scopus,2-s2.0-85000006761,Software
"Johnson, A., Chaiyarongsri, M.",57000545195; 57000258647,Distributed Devops Integration with Agile Methodologies for Real-Time Environments: Case Study 372 in Software,2023,Empirical Software Engineering,95,12,,920,941,22,4,10.1016/j.soft.2023.006762,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006762&doi=10.1016/j.soft.2023.006762,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Johnson, A., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Chaiyarongsri, M., Tsinghua University, Department of Computer Science and Technology, Beijing, China","Recent advancements in software have demonstrated the critical role of devops in modern computing infrastructures. In this work, we tackle fundamental challenges in agile methodologies by proposing an distributed framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 29.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying devops models in production.",devops; agile methodologies; version control; static code analysis; design patterns,design patterns; agile methodologies; Algorithms; static code analysis; Computer Science; devops; software testing; Performance evaluation; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Johnson, A., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,6815-4642,,,,English,Empirical Softw,Article,Final,Green,Scopus,2-s2.0-85000006762,Software
"Ngamjan-at, S., Muller, C., Zhang, D.",57000837337; 57000139841; 57000581062,Robust Microservices Architecture Integration with Design Patterns for Data-Intensive Applications: Case Study 373 in Software,2025,Journal of Systems and Software,91,4,,486,506,21,0,10.1016/j.soft.2025.006763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006763&doi=10.1016/j.soft.2025.006763,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Ngamjan-at, S., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Muller, C., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Zhang, D., University of Oxford, Department of Computer Science, Oxford, United Kingdom","Recent advancements in software have demonstrated the critical role of microservices architecture in modern computing infrastructures. In this work, we tackle fundamental challenges in design patterns by proposing an robust framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 14.9% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying microservices architecture models in production.",microservices architecture; design patterns; static code analysis; software testing; fault localization; code smell,code smell; fault localization; design patterns; software metrics; Algorithms; static code analysis; refactoring; Computer Science; microservices architecture; software testing; automated code generation; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Ngamjan-at, S., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,4041-9830,,,,English,Journal of Syst,Article,Final,All Open Access,Scopus,2-s2.0-85000006763,Software
"Patel, S., Silva, E., Patel, A.",57000190872; 57000775533; 57000468770,Unified Software Metrics Integration with Code Review for Distributed Networks: Case Study 374 in Software,2025,ACM Transactions on Software Engineering and Methodology,35,5,,100,114,15,1,10.1016/j.soft.2025.006764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006764&doi=10.1016/j.soft.2025.006764,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Patel, S., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Silva, E., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Patel, A., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Recent advancements in software have demonstrated the critical role of software metrics in modern computing infrastructures. In this work, we tackle fundamental challenges in code review by proposing an unified framework specifically designed for distributed networks. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 29.6% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying software metrics models in production.",software metrics; code review; continuous integration,open-source software; software metrics; Algorithms; Computer Science; Performance evaluation; code review; continuous integration,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Patel, S., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,8279-9586,,,,English,ACM Transaction,Article,Final,All Open Access,Scopus,2-s2.0-85000006764,Software
"Tanaka, C., Wang, A., Rossi, A., Fernandez, T.",57000393193; 57000655627; 57000704633; 57000402078,Generative Software Architecture Integration with Continuous Integration for Autonomous Platforms: Case Study 375 in Software,2023,ACM Transactions on Software Engineering and Methodology,112,5,,1396,1416,21,12,10.1016/j.soft.2023.006765,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006765&doi=10.1016/j.soft.2023.006765,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Tanaka, C., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Wang, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Rossi, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Fernandez, T., ETH Zurich, Department of Computer Science, Zurich, Switzerland","Recent advancements in software have demonstrated the critical role of software architecture in modern computing infrastructures. In this work, we tackle fundamental challenges in continuous integration by proposing an generative framework specifically designed for autonomous platforms. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 24.5% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying software architecture models in production.",software architecture; continuous integration; static code analysis; software engineering; microservices architecture; software testing,software architecture; software reliability; software metrics; software testing; agile methodologies; static code analysis; refactoring; Algorithms; Computer Science; microservices architecture; software engineering; continuous integration; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Tanaka, C., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,9589-8184,,,,English,ACM Transaction,Article,Final,All Open Access,Scopus,2-s2.0-85000006765,Software
"Brown, W., Fernandez, M., Nguyen, L., Brown, E.",57000375965; 57000258014; 57000144271; 57000501452,Generative Refactoring Integration with Automated Code Generation for Edge Devices: Case Study 376 in Software,2024,Information and Software Technology,99,2,,706,714,9,1,10.1016/j.soft.2024.006766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006766&doi=10.1016/j.soft.2024.006766,"Stanford University, Department of Computer Science, Stanford, United States","Brown, W., Stanford University, Department of Computer Science, Stanford, United States; Fernandez, M., Stanford University, Department of Computer Science, Stanford, United States; Nguyen, L., Stanford University, Department of Computer Science, Stanford, United States; Brown, E., Stanford University, Department of Computer Science, Stanford, United States","Recent advancements in software have demonstrated the critical role of refactoring in modern computing infrastructures. In this work, we tackle fundamental challenges in automated code generation by proposing an generative framework specifically designed for edge devices. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 24.5% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying refactoring models in production.",refactoring; automated code generation; code review; software reliability,software reliability; Algorithms; refactoring; static code analysis; Computer Science; automated code generation; Performance evaluation; code review,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Brown, W., Stanford University, Department of Computer Science, Stanford, United States",,Elsevier / IEEE,3631-7363,,,,English,Information and,Article,Final,Gold,Scopus,2-s2.0-85000006766,Software
"Silva, J., Phalasak, S., Kuson, K., Ngamjan-at, S.",57000400239; 57000984097; 57000263155; 57000790291,Probabilistic Software Reliability Integration with Static Code Analysis for Real-Time Environments: Case Study 377 in Software,2025,Journal of Systems and Software,16,12,,1032,1050,19,5,10.1016/j.soft.2025.006767,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006767&doi=10.1016/j.soft.2025.006767,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Silva, J., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Phalasak, S., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Kuson, K., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Ngamjan-at, S., University of Oxford, Department of Computer Science, Oxford, United Kingdom","Recent advancements in software have demonstrated the critical role of software reliability in modern computing infrastructures. In this work, we tackle fundamental challenges in static code analysis by proposing an probabilistic framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 23.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying software reliability models in production.",software reliability; static code analysis; design patterns; fault localization,software reliability; fault localization; design patterns; Algorithms; static code analysis; Computer Science; devops; software testing; Performance evaluation; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Silva, J., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,9217-7340,,,,English,Journal of Syst,Article,Final,All Open Access,Scopus,2-s2.0-85000006767,Software
"Patel, A., Wang, M.",57000352305; 57000316257,Dynamic Static Code Analysis Integration with Software Testing for Cloud Infrastructures: Case Study 378 in Software,2025,Information and Software Technology,54,11,,922,933,12,2,10.1016/j.soft.2025.006768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006768&doi=10.1016/j.soft.2025.006768,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Patel, A., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Wang, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Recent advancements in software have demonstrated the critical role of static code analysis in modern computing infrastructures. In this work, we tackle fundamental challenges in software testing by proposing an dynamic framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 16.9% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying static code analysis models in production.",static code analysis; software testing; software reliability; software maintenance,software reliability; open-source software; software maintenance; agile methodologies; static code analysis; Algorithms; Computer Science; software testing; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Patel, A., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,2691-4281,,,,English,Information and,Article,Final,Bronze,Scopus,2-s2.0-85000006768,Software
"Silva, K., Kim, A., Johnson, A., Johnson, K.",57000787984; 57000312047; 57000654353; 57000309841,Deep Code Smell Integration with Open-Source Software for Large-Scale Systems: Case Study 379 in Software,2020,Empirical Software Engineering,55,12,,600,616,17,9,10.1016/j.soft.2020.006769,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006769&doi=10.1016/j.soft.2020.006769,"Massachusetts Institute of Technology, CSAIL, Cambridge, United States","Silva, K., Massachusetts Institute of Technology, CSAIL, Cambridge, United States; Kim, A., Massachusetts Institute of Technology, CSAIL, Cambridge, United States; Johnson, A., Massachusetts Institute of Technology, CSAIL, Cambridge, United States; Johnson, K., Massachusetts Institute of Technology, CSAIL, Cambridge, United States","Recent advancements in software have demonstrated the critical role of code smell in modern computing infrastructures. In this work, we tackle fundamental challenges in open-source software by proposing an deep framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 28.6% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying code smell models in production.",code smell; open-source software; static code analysis; refactoring; continuous integration,code smell; open-source software; software testing; software maintenance; refactoring; static code analysis; Algorithms; Computer Science; continuous integration; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Silva, K., Massachusetts Institute of Technology, CSAIL, Cambridge, United States",,Elsevier / IEEE,1340-7121,,,,English,Empirical Softw,Article,Final,Gold,Scopus,2-s2.0-85000006769,Software
"Muller, F., Li, O., Tanaka, M.",57000800365; 57000798761; 57000687344,Unified Agile Methodologies Integration with Software Metrics for Large-Scale Systems: Case Study 380 in Software,2020,Information and Software Technology,80,3,,1143,1152,10,21,10.1016/j.soft.2020.006770,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006770&doi=10.1016/j.soft.2020.006770,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Muller, F., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Li, O., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Tanaka, M., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Recent advancements in software have demonstrated the critical role of agile methodologies in modern computing infrastructures. In this work, we tackle fundamental challenges in software metrics by proposing an unified framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 15.3% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying agile methodologies models in production.",agile methodologies; software metrics; microservices architecture,open-source software; software metrics; agile methodologies; Algorithms; microservices architecture; Computer Science; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Muller, F., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,3069-2740,,,,English,Information and,Article,Final,Gold,Scopus,2-s2.0-85000006770,Software
"Al-Mansoor, S., Kumar, S., Rossi, P.",57000379300; 57000479016; 57000410799,Efficient Open-Source Software Integration with Software Engineering for Data-Intensive Applications: Case Study 381 in Software,2023,IEEE Transactions on Software Engineering,80,11,,330,337,8,6,10.1016/j.soft.2023.006771,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006771&doi=10.1016/j.soft.2023.006771,"University of Toronto, Department of Computer Science, Toronto, Canada","Al-Mansoor, S., University of Toronto, Department of Computer Science, Toronto, Canada; Kumar, S., University of Toronto, Department of Computer Science, Toronto, Canada; Rossi, P., University of Toronto, Department of Computer Science, Toronto, Canada","Recent advancements in software have demonstrated the critical role of open-source software in modern computing infrastructures. In this work, we tackle fundamental challenges in software engineering by proposing an efficient framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 21.5% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying open-source software models in production.",,open-source software; software maintenance; Algorithms; Computer Science; software engineering; software testing; Performance evaluation; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, S., University of Toronto, Department of Computer Science, Toronto, Canada",,Elsevier / IEEE,3351-6487,,,,English,IEEE Transactio,Article,Final,All Open Access,Scopus,2-s2.0-85000006771,Software
"Smith, H., Wang, M.",57000536027; 57000615699,Distributed Agile Methodologies Integration with Software Engineering for Large-Scale Systems: Case Study 382 in Software,2023,Journal of Systems and Software,14,11,,1406,1417,12,3,10.1016/j.soft.2023.006772,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006772&doi=10.1016/j.soft.2023.006772,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Smith, H., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Wang, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland","Recent advancements in software have demonstrated the critical role of agile methodologies in modern computing infrastructures. In this work, we tackle fundamental challenges in software engineering by proposing an distributed framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 31.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying agile methodologies models in production.",agile methodologies; software engineering; test automation; devops,software reliability; agile methodologies; Algorithms; automated code generation; software engineering; devops; Computer Science; test automation; Performance evaluation; version control,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Smith, H., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,4453-4345,,,,English,Journal of Syst,Article,Final,All Open Access,Scopus,2-s2.0-85000006772,Software
"Johnson, Z., Surinta, C.",57000520849; 57000318149,Robust Software Engineering Integration with Code Smell for Autonomous Platforms: Case Study 383 in Software,2026,Information and Software Technology,87,8,,1070,1085,16,1,10.1016/j.soft.2026.006773,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000006773&doi=10.1016/j.soft.2026.006773,"National University of Singapore, School of Computing, Singapore","Johnson, Z., National University of Singapore, School of Computing, Singapore; Surinta, C., National University of Singapore, School of Computing, Singapore","Recent advancements in software have demonstrated the critical role of software engineering in modern computing infrastructures. In this work, we tackle fundamental challenges in code smell by proposing an robust framework specifically designed for autonomous platforms. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 31.9% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying software engineering models in production.",software engineering; code smell; software reliability; microservices architecture; refactoring,code smell; software reliability; agile methodologies; Algorithms; refactoring; Computer Science; microservices architecture; software engineering; continuous integration; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Johnson, Z., National University of Singapore, School of Computing, Singapore",,Elsevier / IEEE,7952-1800,,,,English,Information and,Article,Final,All Open Access,Scopus,2-s2.0-85000006773,Software
